"PSRAID","SAMPLE","INT_DATE","FCALL","ATTEMPT","REFUSAL","LANG","CREGION","STATE","DENSITY","USR","SCREGION","SSTATE","SUSR","IGENDER","IRACE","ILOC","FORM","LLITEXT","QS1","Q1","Q2","Q2_OE1","Q2_OE2","Q2_OE3","Q3","Q3A","Q4","Q5","Q5A","Q5A_OE1","Q5A_OE2","Q5A_OE3","Q7","Q8","Q9A","Q9B","Q9C","Q9D","Q11","Q12","Q13","SEX","AGE","RECAGE","RECAGE2","EDUC2","RECEDUC","HISP","RACE3M1","RACE3M2","RACE3M3","RACE3M4","RACECMB","RACETHN","PARENT","PARTY","PARTYLN","IDEO","HH1","HH3","QL1","QL1A","QC1","LC2","LC3","PHONEUS2","PHONEUSE","COWEIGHT","LLWEIGHT","CWEIGHT","WEIGHT","Q2VB","Q5AVB"
102059,"Landline",121912,121217,2,"No","English","South","Virginia","3","Suburban","South","Virginia","Suburban","Female","Black or African-American","PDS - Virginia","Form 1","Female first",NA,"Dissatisfied","Answer given ","Morality/religion/family values (unsp)",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Family breakdown/Parental failures",NA,NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Both equally (VOL.)","Too much","No","Female","63","55-64","50-64","Two year associate degree from any college or university","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","Republican","Moderate","3","3","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",3.04761904761905,4.47058823529412,NA,2.33333333333333,"BRINGING GOD BACK INTO OUR LIVES.                                                                                                                                                                                                                         ","THE CRUMBLING OF THE TRADITIONAL FAMILY STUCTURE. DIVORCE FORCING SINGLE PARENTS TO OBSORB FULL PARENTAL RESPONSIBLILITIES. CHILDREN NEED THE STABILITY OF BOTH PARENTS PRESENT DAILY.                                                                    "
102061,"Landline",121912,121217,2,"No","English","Midwest","Indiana","3","Urban","Midwest","Indiana","Urban","Male","Some other race","PDS - Virginia","Form 2","Male first",NA,"Dissatisfied","Answer given ","Gun control/too many guns",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Family breakdown/Parental failures",NA,NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Democratic Party","Too much","No","Female","40","35-44","30-49","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Democrat",NA,"Liberal","5","2","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",4.52380952380952,7.52941176470588,NA,3.375,"TOO EASY ACCESS TO ASSUALT RIFLES                                                                                                                                                                                                                         ","PARENTING NO OVERSIGHT OR SUPERVISION PARENTS WANT BE FRIENDS THEIR KIDS AND NOT RESPONIBLE ADULTS                                                                                                                                                        "
102063,"Landline",121912,121217,2,"No","English","Midwest","Michigan","3","Suburban","Midwest","Michigan","Suburban","Female","Black or African-American","PDS - Virginia","Form 1","Male first",NA,"Satisfied","Answer given ","Environment/pollution/Global warming",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Broader problems","Answer given","Mental illness/Mental health (general mentions)",NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Oppose","Democratic Party","Right amount","No","Female","60","55-64","50-64","Four year college or university degree/Bachelor","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Moderate","2","2","Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone","Dual from LL","Dual/most cell",3.42857142857143,3.64705882352941,NA,1.91666666666667,"THE ENVIRONMENT                                                                                                                                                                                                                                           ","IT REFELECT OF MENTAL HEALTH CARE AND SINGLING OUT THOSE WITH MENTAL ILLNESS AND TREATMENT                                                                                                                                                                "
102070,"Landline",121912,121217,2,"No","English","South","North Carolina","3","Urban","South","North Carolina","Urban","Male","Black or African-American","PDS - Virginia","Form 2","Male first",NA,"Dissatisfied","Answer given ","Economy (unsp)",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Don't know/Refused (VOL.)",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Oppose","Neither (VOL.)","Too little","No","Male","57","55-64","50-64","Some college, no degree includes community college","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","(VOL.) Native American/American Indian/Alaska Native",NA,NA,"Mixed Race","Other","No","Independent","Republican","Conservative","2","2","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",4.23809523809524,7.29411764705882,NA,2.25,"THE ECONOMY                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                          "
102072,"Landline",121912,121217,2,"No","English","Northeast","Pennsylvania","3","Urban","Northeast","Pennsylvania","Urban","Female","White","PDS - Virginia","Form 1","Female first",NA,"Dissatisfied","Answer given ","Housing market/foreclosures",NA,NA,"Control gun ownership","Yes, feel strongly","A little [OR]","Isolated acts",NA,NA,NA,NA,"Don't know/Refused (VOL.)","More dangerous","Oppose","Oppose","Oppose","Oppose","Democratic Party","Too much","No","Female","19","18-24","18-29","High school incomplete (Grades 9-11 or Grade 12 with NO diploma)","LT HS","Yes","(VOL.) Hispanic/Latino (e.g., Mexican, Puerto Rican, Cuban)",NA,NA,NA,"Some other race","Hispanic","Yes","Independent","Democrat","Moderate","3","2","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",9.28571428571429,17.4705882352941,NA,9.83333333333333,"ALL THE PRICES THAT ARE GOING UP ON HOUSES SO THAT PEOPLE CAN''T AFFORD                                                                                                                                                                                   ","                                                                                                                                                                                                                                                          "
102074,"Landline",121912,121217,2,"No","English","Midwest","Ohio","Highest","Suburban","Midwest","Ohio","Suburban","Male","White","PDS - Virginia","Form 2","Female first",NA,"Dissatisfied","Answer given ","Unemployment/lack of jobs/ Job cuts","Defense issues/national and homeland security/military & defense spending",NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Oppose","Oppose","Oppose","Favor","Don't know/Refused (VOL.)","Too little","Yes","Female","46","45-54","30-49","Two year associate degree from any college or university","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,NA,"Mixed Race","Other","Yes","Independent","(VOL.) Other/Don't know/Refused","Moderate","(VOL.) Don't know/Refused","4","Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone","Dual from LL","Dual/most cell",8.42857142857143,9.82352941176471,NA,3.66666666666667,"AVAILABLE JOBS, JOBS PEOPLE DON''T HAVE ANY MORE, AND MILITARY JOB CUTS, JOB SECURITY IS NUMBER ONE CONCERN. MONEY CUT FROM THE MILITARY.                                                                                                                 ","                                                                                                                                                                                                                                                          "
102075,"Landline",121912,121217,2,"No","English","Northeast","New Hampshire","2","Suburban","Northeast","New Hampshire","Suburban","Female","Hispanic","PDS - Virginia","Form 2","Male first",NA,"Satisfied","Answer given ","Environment/pollution/Global warming","Unemployment/lack of jobs/ Job cuts","Crime/Violence/gangs/justice system (unsp)","Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Guns/Lack of gun control/Access to guns/Access to assault weapons","Other",NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Democratic Party","Too much","No","Female","55","55-64","50-64","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Democrat",NA,"Liberal","1",NA,"Yes, have cell phone",NA,NA,"Some on a cell phone and some on a regular home phone",NA,"Dual from LL","Dual/few, some cell",1.33333333333333,1.58823529411765,NA,1.41666666666667,"MANY ISSUES THAT NEED TO BE ADDRESS THE ENVIRONMENT, ECONOMY GET WHERE IT WAS BEFORE THE CRASH, SAFTEY AGAINST CRIMINALS, REFORMS OF PRISIONS SCHOOL SAFETY.                                                                                              ","TYPES OF GUNS THAT ARE BOUGHT IN THIS COUNTRY, GUN CONTROL HOW TO HELP SPECIAL NEEDS KIDS, BETTER PROFILING AND IDENTIFING A YOUNG PERSON WHO MIGHT BE AT RISK FOR MURDEROUS BEHAVIOR, TICKING TIME BOMB...                                               "
102085,"Landline",121912,121217,2,"No","English","South","Florida","4","Suburban","South","Florida","Suburban","Female","White","PDS - Virginia","Form 2","Male first",NA,"Dissatisfied","Answer given ","Lack of humanity, respect/Going in wrong direction/Media and cultural problems/Families doing a poor job raising childre",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Need more treatment/better safety net for mental health problems",NA,NA,"Put people","More dangerous","Favor","Oppose","Favor","Oppose","Don't know/Refused (VOL.)","Don't know/Refused (VOL.)","No","Female","26","25-34","18-29","Postgraduate or professional degree, including master","Coll+","Yes","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","Hispanic","Yes","Republican",NA,"Moderate","3","2","Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone","Dual from LL","Dual/most cell",9.28571428571429,16.1764705882353,NA,5.95833333333333,"HUMANITY: PEOPLE ARE SICK, MEAN SPIRITED AND WE ARE MISSING HEART.                                                                                                                                                                                        ","THE GRAVITY OF MENTAL ILLNESS IN THIS SOCIETY AND THE LACK OF RESOURCES AND HELP|AVAILABLE FOR THE PEOPLE AND THE FAMILY. (AFFLICTED)                                                                                                                     "
102090,"Landline",121912,121217,2,"No","English","Midwest","Ohio","Lowest","Rural","Midwest","Ohio","Rural","Female","Black or African-American","PDS - Virginia","Form 1","Female first",NA,"Dissatisfied","Answer given ","National debt/budget/deficit/balanced budget/Gov spending",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Family breakdown/Parental failures",NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Favor","Oppose","Favor","Favor","Both equally (VOL.)","Too much","Yes","Female","71","65+","65+","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","(VOL.) Native American/American Indian/Alaska Native",NA,NA,"Mixed Race","Other","No","(VOL.) Don't know/Refused","Democrat","Moderate","1",NA,"No, do not",NA,NA,NA,NA,"LLO","LLO",1,1.05882352941176,NA,1,"THE DEBT                                                                                                                                                                                                                                                  ","LACK OF CONTROL OVER TEENAGERS. WHEN WE STOPPED BEING ABLE TO CONTROL OUR CHILDREN THATS WHEN IT STARTED.                                                                                                                                                 "
102094,"Landline",121912,121217,2,"No","English","Northeast","Pennsylvania","2","Suburban","Northeast","Pennsylvania","Suburban","Female","Black or African-American","PDS - Virginia","Form 2","Female first",NA,"Satisfied","Answer given ","Uneven distribution of wealth/inequality",NA,NA,"Don't know/Refused (VOL.)",NA,"A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Oppose","Oppose","Oppose","Oppose","Neither (VOL.)","Don't know/Refused (VOL.)","Yes","Male","47","45-54","30-49","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Democrat",NA,"Moderate","1",NA,"Yes, have cell phone",NA,NA,"All or almost all calls on a cell phone",NA,"Dual from LL","Dual/most cell",5.9047619047619,5,NA,3.79166666666667,"THE RICH PEOPLE DONT PAY FARE SHARE OF TAXES AND DO AWAY WITH THE BUSH TAX CUTS                                                                                                                                                                           ","                                                                                                                                                                                                                                                          "
102099,"Landline",121912,121217,2,"No","English","Midwest","Michigan","4","Suburban","Midwest","Michigan","Suburban","Male","White","PDS - Virginia","Form 1","Female first",NA,"Dissatisfied","Answer given ","Defense issues/national and homeland security/military & defense spending",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Broader problems","Answer given","Family breakdown/Parental failures",NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Don't know/Refused (VOL.)","Both equally (VOL.)","Right amount","Yes","Male","37","35-44","30-49","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Independent","(VOL.) Other/Don't know/Refused","Moderate","5","2","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",6.04761904761905,10.4705882352941,NA,3.91666666666667,"NATIONAL SECURITY                                                                                                                                                                                                                                         ","POOR PARENTING                                                                                                                                                                                                                                            "
102105,"Landline",121912,121217,2,"No","English","Northeast","Connecticut","2","Rural","Northeast","Connecticut","Rural","Female","Black or African-American","PDS - Virginia","Form 2","Male first",NA,"Dissatisfied","Answer given ","National debt/budget/deficit/balanced budget/Gov spending",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Favor","Neither (VOL.)","Right amount","Yes","Male","52","45-54","50-64","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Independent","(VOL.) Other/Don't know/Refused","Moderate","6","2","Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone","Dual from LL","Dual/most cell",9.28571428571429,12.5294117647059,NA,5.91666666666667,"THE DIFICT. FAILURE OF OUR GOV''T TO REDUCE IT.                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                          "
102110,"Landline",121912,121217,2,"No","English","Midwest","Ohio","Highest","Urban","Midwest","Ohio","Urban","Male","Black or African-American","PDS - Virginia","Form 2","Female first",NA,"Don","Answer given ","Gun control/too many guns",NA,NA,"Don't know/Refused (VOL.)",NA,"A lot","Broader problems","Answer given","Violence in media/culture/Violent news, video games, TV, movies",NA,NA,"Put people","More dangerous","Favor","Oppose","Favor","Favor","Democratic Party","Too much","No","Female","75","65+","65+","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,NA,NA,"Black","Black, non-Hisp","No","(VOL.) Don't know/Refused","(VOL.) Other/Don't know/Refused","Moderate","2","2","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",3.38095238095238,3.88235294117647,NA,2.33333333333333,"GUNS                                                                                                                                                                                                                                                      ","THE MEDIA GIVES IT TOO MUCH FACETIME.                                                                                                                                                                                                                     "
102112,"Landline",121912,121217,2,"No","English","South","North Carolina","4","Urban","South","North Carolina","Urban","Male","White","PDS - Virginia","Form 2","Male first",NA,"Satisfied","Answer given ","National debt/budget/deficit/balanced budget/Gov spending",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Mental illness/Mental health (general mentions)","Other",NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Democratic Party","Too much","No","Male","83","65+","65+","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Democrat",NA,"Moderate","2","2","Yes, have cell phone",NA,NA,NA,"All or almost all calls on a regular home phone","Dual from LL","Dual/few, some cell",1.95238095238095,2.82352941176471,NA,1.5,"BALANCING THE BUDGET. WE MUST NOT LIVE BEYOND OUR MEANS.                                                                                                                                                                                                  ","PEOPLE ARE UNSTEADY IN THE MIND. TOO MANY PEOPLE ARE ON DRUGS. TAKING DRUGS AND UNBALANCED. MEDICATION PROBLEM.                                                                                                                                           "
102117,"Landline",121912,121217,2,"No","English","South","Georgia","4","Suburban","South","Georgia","Suburban","Female","White","PDS - Virginia","Form 1","Male first",NA,"Dissatisfied","Answer given ","A/O social/domestic issues mentions",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Oppose","Oppose","Favor","Favor","Republican Party","Right amount","No","Male","54","45-54","50-64","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","Republican","Conservative","5","5","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",3.04761904761905,4.94117647058824,NA,2.125,"ENTITLEMENTS                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                          "
102121,"Landline",121912,121217,2,"No","English","Northeast","New Jersey","Highest","Suburban","Northeast","New Jersey","Suburban","Female","White","PDS - Virginia","Form 1","Female first",NA,"Dissatisfied","Answer given ","Partisanship/the parties/gridlock",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Oppose","Oppose","Oppose","Oppose","Neither (VOL.)","Right amount","Yes","Female","63","55-64","50-64","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","(VOL.) Other/Don't know/Refused","Conservative","2","2","Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone","Dual from LL","Dual/most cell",9.28571428571429,6.35294117647059,NA,5.45833333333333,"THE GOVERNMENT: THEY CAN''T MAKE DECISIONS AND THEY DON''T KEEP THE  PROMISES THEY MAKE.                                                                                                                                                                  ","                                                                                                                                                                                                                                                          "
102124,"Landline",121912,121217,2,"No","English","Midwest","Michigan","2","Urban","South","Florida","Urban","Female","Black or African-American","PDS - Virginia","Form 2","Female first",NA,"Dissatisfied","Answer given ","Dissatisfaction with government/politics/Scandal/corruption in govt/Congress","Using American military in foreign countries",NA,"Control gun ownership","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Favor","Oppose","Favor","Favor","Don't know/Refused (VOL.)","Right amount","No","Male","80","65+","65+","Some college, no degree includes community college","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","Republican","Moderate","1",NA,"No, do not",NA,NA,NA,NA,"LLO","LLO",1,1.23529411764706,NA,1.08333333333333,"THE BORN AGAIN LIERS IN DC. TROOP OVERSEAS SHOULD BE HOME DEFENDING OUR COUNTRY.                                                                                                                                                                          ","                                                                                                                                                                                                                                                          "
102125,"Landline",121912,121217,2,"No","English","Midwest","Michigan","3","Suburban","Midwest","Michigan","Suburban","Female","Black or African-American","PDS - Virginia","Form 1","Male first",NA,"Dissatisfied","Answer given ","Morality/religion/family values (unsp)",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Broader problems","Answer given","General lack of/decline in morals or  religion/Breakdown of social structure","Need more treatment/better safety net for mental health problems",NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Oppose","Oppose","Oppose","Oppose","Republican Party","Too little","Yes","Male","36","35-44","30-49","Some college, no degree includes community college","Some coll/Assoc degree","No","(VOL.) Refused (e.g., includes non-race answers like American, Human, Homosapien, purple)",NA,NA,NA,"Don't know/Refused (VOL.)",NA,"Yes","Independent","Republican","Very conservative","5","2","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",7.04761904761905,17.4705882352941,NA,4.20833333333333,"MORAL STANDARDS                                                                                                                                                                                                                                           ","MORAL STANDARDS & DEALING WITH MENTAL HEALTH ISSUES                                                                                                                                                                                                       "
102127,"Landline",121912,121217,2,"No","English","Northeast","Connecticut","4","Urban","Northeast","Connecticut","Urban","Female","Hispanic","PDS - Virginia","Form 1","Female first",NA,"Dissatisfied","Answer given ","Partisanship/the parties/gridlock",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Guns/Lack of gun control/Access to guns/Access to assault weapons",NA,NA,"Put people","More dangerous","Favor","Favor","Favor","Favor","Both equally (VOL.)","Too much","No","Male","73","65+","65+","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Democrat",NA,"Moderate","3","3","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",4.47619047619048,5.94117647058824,NA,3.54166666666667,"THE REPUBLICAN PARTY THEY ARE AGAINST EVERYTHING THE PRESIDENT WANTS TO DO                                                                                                                                                                                ","IT REFLECTS ITS TOO EASY TO BUY HIGH POWERED GUNS THERE SHOULD BE MORE CONTROLLED                                                                                                                                                                         "
102131,"Landline",121912,121217,2,"No","English","Northeast","Pennsylvania","4","Suburban","Northeast","Pennsylvania","Suburban","Male","Some other race","PDS - Virginia","Form 1","Female first",NA,"Dissatisfied","Answer given ","Gun control/too many guns",NA,NA,"Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Fear of copycats/Fear that attention to case will give others ideas",NA,NA,"Put people","More dangerous","Favor","Oppose","Favor","Favor","Don't know/Refused (VOL.)","Too much","No","Female","60","55-64","50-64","Some college, no degree includes community college","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","Democrat","Liberal","3","3","No, do not","Yes, someone in household has cell phone",NA,NA,"All or almost all calls on a regular home phone","LLO","Dual/few, some cell",4.33333333333333,5.11764705882353,NA,6.79166666666667,"PEOPLE WITH GUNS THAT SHOULD NOT HAVE EM                                                                                                                                                                                                                  ","IT GIVES OTHER PEOPLE IDEAS WHAT TO DO                                                                                                                                                                                                                    "
102134,"Landline",121912,121217,2,"No","English","South","Florida","3","Suburban","South","Florida","Suburban","Female","Black or African-American","PDS - Virginia","Form 2","Male first",NA,"Dissatisfied","Answer given ","Economy (unsp)",NA,NA,"Protect the right of Americans to own guns","No, don","A little [OR]","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","More dangerous","Favor","Oppose","Favor","Favor","Republican Party","Don't know/Refused (VOL.)","No","Male","43","35-44","30-49","Some college, no degree includes community college","Some coll/Assoc degree","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Republican",NA,"Moderate","3","1","Yes, have cell phone",NA,NA,NA,"All or almost all calls on a cell phone","Dual from LL","Dual/most cell",4.71428571428572,5,NA,3.125,"THE SLUGGISHNESS OF THE ECONOMY                                                                                                                                                                                                                           ","                                                                                                                                                                                                                                                          "
102140,"Landline",121912,121218,2,"No","English","South","Tennessee","Lowest","Rural","South","Tennessee","Rural","Female","Black or African-American","PDS - Virginia","Form 2","Female first",NA,"Dissatisfied","Answer given ","National debt/budget/deficit/balanced budget/Gov spending","Health care (costs/accessibility)","Lack of humanity, respect/Going in wrong direction/Media and cultural problems/Families doing a poor job raising childre","Control gun ownership","Yes, feel strongly","A lot","Broader problems","Answer given","Guns/Lack of gun control/Access to guns/Access to assault weapons","Guns available to mentally ill people",NA,"Protect people from becoming victims of crime [OR]","[VOL. DO NOT READ] Don't know/Refused","Favor","Oppose","Oppose","Oppose","Republican Party","Too little","Yes","Female","43","35-44","30-49","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Republican",NA,"Moderate","3","1","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",4.0952380952381,5,NA,3.83333333333333,"NATIONAL DEBT, HEALTH CARE, DON''T LIKE THE WAY THE WORLD IS GOING.                                                                                                                                                                                       ","SHOULD BE STRICTER LAW ON HOW PEOPLE GET GUN, AND THEY SHOULD GO THRU MENTAL EVEUALATION BEFORE THEY CAN GET A GUN.                                                                                                                                       "
102142,"Landline",121912,121218,2,"No","English","South","Virginia","Highest","Suburban","South","Virginia","Suburban","Male","Black or African-American","PDS - Virginia","Form 2","Male first",NA,"Dissatisfied","Answer given ","Partisanship/the parties/gridlock",NA,NA,"Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Don't know/Refused (VOL.)","More dangerous","Oppose","Oppose","Favor","Oppose","Democratic Party","Too much","Yes","Male","59","55-64","50-64","Four year college or university degree/Bachelor","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Independent","Democrat","Liberal","2","2","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",3.47619047619048,3.82352941176471,NA,2.375,"OBSTRUTIONISM BY THE REPUBLICANS IN CONGRESS                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                          "
102149,"Landline",121912,121218,2,"No","English","South","West Virginia","Lowest","Rural","South","West Virginia","Rural","Female","Black or African-American","PDS - Virginia","Form 1","Male first",NA,"Dissatisfied","Answer given ","Economy (unsp)","Unemployment/lack of jobs/ Job cuts","Welfare abuse/Govt dependence","Protect the right of Americans to own guns","Yes, feel strongly","A lot","Isolated acts",NA,NA,NA,NA,"Protect people from becoming victims of crime [OR]","Safer [OR]","Don't know/Refused (VOL.)","Oppose","Oppose","Favor","Republican Party","Right amount","Yes","Female","61","55-64","50-64","High school graduate (Grade 12 with diploma or GED certificate)","HS grad","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","No","Republican",NA,"Conservative","2","2","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",3.14285714285714,3.47058823529412,NA,2.45833333333333,"THE ECONOMY- WE AREE IN BAD SHAPE- NO JOBS AND HALF OF THE COUNTRY IS ON WELFARE.                                                                                                                                                                         ","                                                                                                                                                                                                                                                          "
102153,"Landline",121912,121217,3,"No","English","South","Texas","4","Urban","South","Texas","Urban","Female","White","PDS - Virginia","Form 2","Female first",NA,"Dissatisfied","Answer given ","Morality/religion/family values (unsp)",NA,NA,"Control gun ownership","No, don","A lot","Broader problems","Answer given","Numbness/Disassociation/Desensitization/Life is not valued",NA,NA,"Put people","More dangerous","Oppose","Oppose","Don't know/Refused (VOL.)","Don't know/Refused (VOL.)","Neither (VOL.)","Don't know/Refused (VOL.)","Yes","Female","30","25-34","30-49","Postgraduate or professional degree, including master","Coll+","No","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,NA,NA,"White","White, non-Hisp","Yes","Independent","Democrat","Liberal","4","3","Yes, have cell phone",NA,NA,NA,"Some on a cell phone and some on a regular home phone","Dual from LL","Dual/few, some cell",4.9047619047619,11.9411764705882,NA,3.45833333333333,"CULTURALY THERE IS A LACK OF A SENSE OF COMMUNITY                                                                                                                                                                                                         ","LACK OF A SENSE OF COMMUNITY. PEOPLE HAVE A TENDENCY TO PUT THEIR OWN NEEDS AHEAD OF THE NEEDS OF SOCIETY. GENERAL MENTALITY TO DISREGAURD THE GREATER GOOD                                                                                               "
